#   He  BESS93(1993/07)
#   <E>  Elo  Eup   y   ystat_lo  ystat_up  ysyst_lo  ysyst_up  yerrtot_lo  yerrtot_up
2.100000e-01 1.800000e-01 2.400000e-01 2.080000e+02 6.000000e+00 6.000000e+00 1.300000e+01 1.300000e+01 1.431782e+01 1.431782e+01
2.700000e-01 2.400000e-01 3.200000e-01 2.150000e+02 5.000000e+00 5.000000e+00 1.300000e+01 1.300000e+01 1.392839e+01 1.392839e+01
3.700000e-01 3.200000e-01 4.200000e-01 2.070000e+02 4.000000e+00 4.000000e+00 1.300000e+01 1.300000e+01 1.360147e+01 1.360147e+01
4.900000e-01 4.200000e-01 5.600000e-01 1.710000e+02 3.000000e+00 3.000000e+00 1.000000e+01 1.000000e+01 1.044031e+01 1.044031e+01
6.500000e-01 5.600000e-01 7.500000e-01 1.320000e+02 2.000000e+00 2.000000e+00 8.000000e+00 8.000000e+00 8.246211e+00 8.246211e+00
8.700000e-01 7.500000e-01 1.000000e+00 1.020000e+02 2.000000e+00 2.000000e+00 6.000000e+00 6.000000e+00 6.324555e+00 6.324555e+00
1.150000e+00 1.000000e+00 1.330000e+00 6.730000e+01 1.300000e+00 1.300000e+00 4.200000e+00 4.200000e+00 4.396590e+00 4.396590e+00
1.540000e+00 1.330000e+00 1.780000e+00 4.450000e+01 9.000000e-01 9.000000e-01 2.700000e+00 2.700000e+00 2.846050e+00 2.846050e+00
2.050000e+00 1.780000e+00 2.370000e+00 2.820000e+01 6.000000e-01 6.000000e-01 1.700000e+00 1.700000e+00 1.802776e+00 1.802776e+00
2.740000e+00 2.370000e+00 3.160000e+00 1.770000e+01 4.000000e-01 4.000000e-01 1.100000e+00 1.100000e+00 1.170470e+00 1.170470e+00
3.650000e+00 3.160000e+00 4.220000e+00 9.680000e+00 2.800000e-01 2.800000e-01 6.000000e-01 6.000000e-01 6.621178e-01 6.621178e-01
4.870000e+00 4.220000e+00 5.620000e+00 5.650000e+00 1.800000e-01 1.800000e-01 3.500000e-01 3.500000e-01 3.935734e-01 3.935734e-01
6.490000e+00 5.620000e+00 7.500000e+00 2.970000e+00 1.200000e-01 1.200000e-01 1.800000e-01 1.800000e-01 2.163331e-01 2.163331e-01
8.660000e+00 7.500000e+00 1.000000e+01 1.650000e+00 7.000000e-02 7.000000e-02 1.000000e-01 1.000000e-01 1.220656e-01 1.220656e-01
